Ranking,Name,FullName,Age,Height,Weight,Nationality,Overall,Potential,Growth,TotalStats,BaseStats,Positions,BestPosition,Club,ValueEUR,WageEUR,ReleaseClause,ClubPosition,ContractUntil,ClubNumber,ClubJoined,OnLoad,NationalTeam,Maximum Wage,Minimum Wage,Average Wage,Maximum Rating,Minimum Rating,Average Rating
1152,M. Gonalons,Maxime Gonalons,33,187,76,France,76,76,0,1900,390,"CDM,CM",CDM,Clermont Foot 63,3700000,18000,7400000,CDM,2024,12,2022,FALSE,Not in team,,,,,,
1151,Jaume Costa,Jaume Vicent Costa Jordá,34,171,62,Spain,76,76,0,1979,415,"LB,LWB",LB,RCD Mallorca,2800000,23000,6200000,LWB,2023,18,2021,FALSE,Not in team,,,,,,
1150,M. Braithwaite,Martin Braithwaite,31,177,73,Denmark,76,76,0,1963,414,"ST,LM",ST,RCD Espanyol de Barcelona,6500000,21000,13700000,LM,2025,17,2022,FALSE,Denmark,,,,,,
1149,X. Shaqiri,Xherdan Shaqiri,30,169,72,Switzerland,76,76,0,1986,409,"CAM,RM",CAM,Chicago Fire Football Club,7000000,9000,10200000,CAM,2024,10,2022,FALSE,Not in team,,,,,,
1148,H. Seferovi?,Haris Seferovi?,30,190,87,Switzerland,76,76,0,1971,415,ST,ST,Galatasaray SK,7500000,15000,0,SUB,2023,9,2017,TRUE,Not in team,,,,,,
1147,A. Townsend,Andros Townsend,30,175,73,England,76,76,0,1943,404,RM,RM,Everton,7000000,37000,13300000,RES,2023,14,2021,FALSE,Not in team,,,,,,
1146,A. Mooy,Aaron Mooy,31,175,68,Australia,76,76,0,2069,430,"CM,CAM",CM,Celtic,6000000,49000,10800000,SUB,2024,13,2022,FALSE,Australia,,,,,,
1145,N. Sliti,Naïm Sliti,29,173,78,Tunisia,76,76,0,1899,399,LM,LM,Ettifaq FC,7500000,30000,12400000,LM,2023,10,2019,FALSE,Not in team,,,,,,
1144,D. Boyata,Dedryck Boyata,31,188,84,Belgium,76,76,0,1647,363,CB,CB,Club Brugge KV,5000000,22000,7000000,CB,2025,28,2022,FALSE,Belgium,,,,,,
1143,Dani Rodríguez,Daniel Rodríguez Vázquez,34,178,71,Spain,76,76,0,2020,437,"LM,CAM,CM",LM,RCD Mallorca,3500000,25000,7700000,CM,2024,14,2018,FALSE,Not in team,,,,,,
1142,R. Barkley,Ross Barkley,28,186,76,England,76,76,0,1970,421,"CAM,CM",CAM,OGC Nice,7500000,40000,14300000,SUB,2023,11,2022,FALSE,Not in team,,,,,,
1141,D. Vida,Domagoj Vida,33,184,82,Croatia,76,76,0,1796,390,CB,CB,AEK Athens,3600000,1000,7900000,CB,2024,21,2022,FALSE,Croatia,,,,,,
1140,Álex Fernández,Alejandro Fernández Iglesias,29,182,72,Spain,76,76,0,2021,407,"CAM,CM,LM",CM,Cádiz CF,7500000,30000,15800000,CM,2025,8,2017,FALSE,Not in team,,,,,,
1118,G. Cuéllar,Gustavo Cuéllar,29,177,75,Colombia,76,76,0,1916,409,CDM,CDM,Al Hilal,6500000,35000,11100000,CDM,2023,6,2019,FALSE,Not in team,,,,,,
1117,Helton Leite,Helton Brant Aleixo Leite,31,197,92,Brazil,76,76,0,1127,424,GK,GK,SL Benfica,4000000,10000,8000000,SUB,2025,77,2020,FALSE,Not in team,,,,,,
1116,Thiago Mendes,Thiago Henrique Mendes Ribeiro,30,177,75,Brazil,76,76,0,2053,431,"CDM,CB,CM",CDM,Olympique Lyonnais,6500000,48000,12400000,CB,2023,23,2019,FALSE,Not in team,,,,,,
1115,F. Di Francesco,Federico Di Francesco,28,171,75,Italy,76,76,0,1861,400,"LW,RW",LW,Lecce,7500000,20000,13500000,LW,2025,11,2022,FALSE,Not in team,,,,,,
1093,T. Adams,Tyler Adams,23,175,72,United States,76,80,4,1938,419,"CDM,CM,RWB",CDM,Leeds United,10000000,29000,19800000,CDM,2027,12,2022,FALSE,United States,,,,,,
1092,R. Aliendro,Rodrigo Aliendro,31,173,72,Argentina,76,76,0,2116,448,"CM,CDM",CM,River Plate,6000000,17000,8400000,SUB,2025,27,2022,FALSE,Not in team,,,,,,
1091,T. Tissoudali,Tarik Tissoudali,29,182,70,Morocco,76,76,0,1852,390,"CF,ST",CF,KAA Gent,7500000,25000,11300000,RES,2023,34,2021,FALSE,Not in team,,,,,,
1090,J. Sánchez,Jorge Sánchez,24,175,71,Mexico,76,82,6,1966,433,RB,RB,Ajax,11000000,13000,17600000,SUB,2026,19,2022,FALSE,Mexico,,,,,,
1089,R. Orsolini,Riccardo Orsolini,25,183,73,Italy,76,79,3,1928,410,"CF,RW",CAM,Bologna,10000000,32000,17800000,SUB,2024,7,2019,FALSE,Not in team,,,,,,
1088,Sequeira,Nuno Miguel Jerónimo Sequeira,31,184,79,Portugal,76,76,0,1985,417,"LB,CB",LB,SC Braga,5500000,14000,11000000,LB,2024,6,2017,FALSE,Not in team,,,,,,
1087,A. Afif,Akram Afif,25,177,70,Qatar,76,78,2,1837,393,"LW,CF,CAM",RM,Free agent,0,0,0,,,,2020,FALSE,Qatar,,,,,,
1086,Y. Herrera,Yangel Herrera,24,184,77,Venezuela,76,81,5,2028,433,"CM,CDM,CAM",CDM,Girona FC,11500000,80000,0,CM,2023,21,2017,TRUE,Not in team,,,,,,
1085,R. Sallai,Roland Sallai,25,183,75,Hungary,76,77,1,1835,396,"RM,CF",RM,Sport-Club Freiburg,9000000,26000,16000000,CAM,2025,22,2018,FALSE,Hungary,,,,,,
1084,Evander,Evander da Silva Ferreira,24,179,76,Brazil,76,81,5,2067,436,"CM,CAM",CAM,FC Midtjylland,11500000,24000,15800000,CM,2025,10,2019,FALSE,Not in team,,,,,,
1083,Florentino,Florentino Morris Luís,22,184,74,Portugal,76,85,9,1776,379,"CDM,CM",CDM,SL Benfica,16000000,11000,35200000,CM,2024,61,2017,FALSE,Not in team,,,,,,
1082,Jota,João Pedro Neves Filipe,23,175,67,Portugal,76,83,7,1896,406,"LW,RW",RM,Celtic,15000000,46000,30000000,RW,2027,17,2021,FALSE,Not in team,,,,,,
1081,J. Mæhle,Joakim Mæhle,25,185,79,Denmark,76,79,3,1952,428,"RWB,RM,LM",RWB,Atalanta,9000000,37000,16000000,LM,2025,3,2021,FALSE,Denmark,,,,,,
1080,T. Hübers,Timo Hübers,25,190,82,Germany,76,79,3,1726,384,CB,CB,1. FC Köln,9000000,23000,16900000,CB,2023,4,2021,FALSE,Not in team,,,,,,
1079,Simão Acunha,Simão Alvin Acunha Bardini,34,178,71,Brazil,76,76,0,1894,397,"CAM,CF",CAM,Clube Atlético Mineiro,3500000,33000,6300000,CAM,2025,18,2022,FALSE,Not in team,,,,,,
1078,Jairzinho Aníbal,Gabriel Jairo Aníbal Rangel,30,182,77,Brazil,76,76,0,1974,412,"CDM,CM",CDM,RB Bragantino,6500000,16000,12400000,CM,2025,6,2022,FALSE,Not in team,,,,,,
1239,E. Barco,Esequiel Barco,23,167,66,Argentina,76,82,6,1838,394,"LM,ST",CAM,River Plate,12000000,8000,0,LM,2023,21,2018,TRUE,Not in team,,,,,,
1094,S. Nakajima,Shoya Nakajima,27,165,67,Japan,76,76,0,1901,394,"CAM,LW,RW",RW,Antalyaspor,8000000,26000,16000000,SUB,2024,22,2022,FALSE,Not in team,,,,,,
1095,F. Zampedri,Fernando Zampedri,34,184,84,Argentina,76,76,0,1763,380,ST,ST,Universidad Católica,3600000,13000,5000000,ST,2023,9,2020,FALSE,Not in team,,,,,,
1096,M. Gruji?,Marko Gruji?,26,191,88,Serbia,76,79,3,2033,433,"CM,CDM",CM,FC Porto,9500000,14000,19700000,CM,2026,16,2020,FALSE,Not in team,,,,,,
1107,Diego Llorente,Diego Javier Llorente Ríos,28,186,76,Spain,76,77,1,1784,391,CB,CB,Leeds United,7000000,36000,13800000,CB,2024,14,2020,FALSE,Not in team,,,,,,
1114,A. Hamdallah,Abderrazak Hamdallah,31,179,82,Morocco,76,76,0,1858,395,ST,ST,Al Ittihad,6500000,40000,11100000,SUB,2023,9,2022,FALSE,Not in team,,,,,,
1113,R. Loftus-Cheek,Ruben Loftus-Cheek,26,191,88,England,76,79,3,1987,427,"CM,RM",CAM,Chelsea,9500000,81000,18300000,SUB,2024,12,2013,FALSE,Not in team,,,,,,
1112,Puertas,Antonio José Rodríguez Díaz,30,183,77,Spain,76,76,0,1939,413,"RM,LM",RM,Granada CF,7000000,12000,11200000,RM,2024,10,2017,FALSE,Not in team,,,,,,
1111,D. Origi,Divock Origi,27,189,88,Belgium,76,77,1,1853,396,"ST,LW",ST,AC Milan,9000000,56000,16000000,SUB,2026,27,2022,FALSE,Not in team,,,,,,
1110,F. Acheampong,Frank Acheampong,28,169,60,Ghana,76,76,0,2050,442,"ST,LW,LM",LM,Shenzhen FC,7500000,15000,11600000,ST,2024,7,2021,FALSE,Not in team,,,,,,
1109,D. Amartey,Daniel Amartey,27,186,79,Ghana,76,77,1,1892,404,"CB,CDM",CB,Leicester City,7500000,60000,14800000,SUB,2023,18,2016,FALSE,Ghana,,,,,,
1108,S. Palacios,Sebastián Palacios,30,163,69,Argentina,76,76,0,1972,423,"RW,LW",RW,Panathinaikos FC,7000000,1000,15400000,RW,2024,34,2021,FALSE,Not in team,,,,,,
1106,F. Fabra,Frank Fabra,31,174,78,Colombia,76,76,0,2070,449,LB,LM,Boca Juniors,5500000,16000,7700000,LB,2023,18,2016,FALSE,Not in team,,,,,,
1098,T. Henry,Thomas Henry,27,191,86,France,76,76,0,1838,394,ST,ST,Hellas Verona,8000000,29000,13600000,ST,2026,9,2022,FALSE,Not in team,,,,,,
1105,W. Hoedt,Wesley Hoedt,28,188,77,Netherlands,76,77,1,1805,379,CB,CB,RSC Anderlecht,7000000,22000,11000000,CB,2025,4,2021,FALSE,Not in team,,,,,,
1104,F. Müller,Florian Müller,24,190,88,Germany,76,80,4,1174,418,GK,GK,VfB Stuttgart,8500000,15000,15900000,GK,2025,1,2021,FALSE,Not in team,,,,,,
1103,A. Silva,Alejandro Silva,32,178,68,Uruguay,76,76,0,2065,437,"RM,RW",RM,Club Olimpia,6000000,1000,13200000,RM,2023,3,2019,FALSE,Not in team,,,,,,
1102,Adilson Edrada,Adilson Patrick Edrada Pereira,30,176,72,Brazil,76,76,0,1842,385,CAM,CAM,Santos,7000000,26000,13300000,CAM,2025,25,2022,FALSE,Not in team,,,,,,
1101,T. Chalobah,Trevoh Chalobah,22,191,84,England,76,82,6,1782,396,"CB,CDM,CM",CB,Chelsea,11000000,64000,22600000,SUB,2026,14,2016,FALSE,Not in team,,,,,,
1100,R. Perraud,Romain Perraud,24,173,68,France,76,80,4,2088,439,LB,CM,Southampton,10000000,38000,19800000,SUB,2025,15,2021,FALSE,Not in team,,,,,,
1099,J. Justin,James Justin,24,183,80,England,76,79,3,1895,415,"LB,RB",RWB,Leicester City,9500000,52000,18800000,LB,2026,2,2019,FALSE,Not in team,,,,,,
1157,K. Günter,Koray Günter,27,184,79,Germany,76,78,2,1803,385,CB,CB,Hellas Verona,8000000,24000,14200000,CB,2023,21,2020,FALSE,Not in team,,,,,,
1097,Y. Yaz?c?,Yusuf Yaz?c?,25,184,74,Turkey,76,80,4,1981,415,"CF,ST,CAM",CAM,Trabzonspor,10500000,32000,0,SUB,2023,61,2019,TRUE,Not in team,,,,,,
1158,Luís Neto,Luís Carlos Novo Neto,34,185,72,Portugal,76,76,0,1734,363,CB,CB,Sporting CP,2400000,12000,4800000,CB,2023,13,2019,FALSE,Not in team,,,,,,
1219,A. Mac Allister,Alexis Mac Allister,23,176,72,Argentina,76,82,6,2020,417,"CAM,CM",CAM,Brighton & Hove Albion,12000000,49000,25200000,CM,2023,10,2019,FALSE,Not in team,,,,,,
1217,N. Casale,Nicolò Casale,24,191,80,Italy,76,84,8,1909,415,CB,CB,Lazio,15500000,33000,29500000,SUB,2027,15,2022,FALSE,Not in team,,,,,,
1216,S. ?urkowski,Szymon ?urkowski,24,185,77,Poland,76,81,5,2099,456,CM,RM,Fiorentina,11500000,40000,20400000,SUB,2024,27,2019,FALSE,Poland,,,,,,
1215,G. Nyamsi,Gerzino Nyamsi,25,195,94,France,76,80,4,1595,345,CB,CB,RC Strasbourg Alsace,9500000,22000,18800000,CB,2025,22,2021,FALSE,Not in team,,,,,,
1214,P. Struijk,Pascal Struijk,22,190,79,Netherlands,76,83,7,1720,372,"CB,CDM",CB,Leeds United,14000000,29000,29400000,LB,2024,21,2018,FALSE,Not in team,,,,,,
1213,A. Skov Olsen,Andreas Skov Olsen,22,188,75,Denmark,76,83,7,1910,412,"RM,CAM,RW",LM,Club Brugge KV,15000000,21000,24000000,RM,2026,7,2022,FALSE,Denmark,,,,,,
1212,L. Robertone,Lucas Robertone,25,175,70,Argentina,76,80,4,2173,453,"CAM,CM,CDM",CAM,Unión Deportiva Almería,10500000,24000,23900000,CAM,2025,5,2020,FALSE,Not in team,,,,,,
1211,P. Terracciano,Pietro Terracciano,32,193,78,Italy,76,76,0,1149,417,GK,GK,Fiorentina,3700000,34000,6300000,SUB,2023,1,2019,FALSE,Not in team,,,,,,
1210,L. Advíncula,Luis Advíncula,32,180,80,Peru,76,76,0,2108,449,RB,RB,Boca Juniors,5000000,16000,7000000,RB,2024,17,2021,FALSE,Not in team,,,,,,
1209,M. Borja,Miguel Borja,29,183,87,Colombia,76,76,0,1857,398,ST,ST,River Plate,7500000,19000,10500000,ST,2025,9,2022,FALSE,Not in team,,,,,,
1208,B. Santamaria,Baptiste Santamaria,27,183,81,France,76,77,1,1949,407,"CM,CDM",CM,Stade Rennais FC,8500000,41000,16800000,RES,2025,8,2021,FALSE,Not in team,,,,,,
1207,B. Meling,Birger Meling,27,173,67,Norway,76,77,1,1972,421,LB,LB,Stade Rennais FC,8000000,37000,15800000,LB,2024,25,2021,FALSE,Norway,,,,,,
1206,G. Escalante,Gonzalo Escalante,29,182,76,Argentina,76,76,0,1992,420,"CDM,CM",CDM,US Cremonese,6500000,40000,0,CM,2023,32,2020,TRUE,Not in team,,,,,,
1205,P. van Aanholt,Patrick van Aanholt,31,176,67,Netherlands,76,76,0,2092,443,LB,LB,Galatasaray SK,5500000,51000,10500000,LB,2024,3,2021,FALSE,Not in team,,,,,,
1204,G. Kakuta,Gaël Kakuta,31,173,72,Congo DR,76,76,0,1954,398,CAM,CAM,Racing Club de Lens,6000000,30000,11400000,SUB,2023,10,2021,FALSE,Not in team,,,,,,
1203,A. Ramsey,Aaron Ramsey,31,183,76,Wales,76,76,0,1992,406,"CM,CAM",CM,OGC Nice,6000000,38000,11400000,CM,2023,16,2022,FALSE,Wales,,,,,,
1202,M. Isla,Mauricio Isla,34,176,75,Chile,76,76,0,2013,424,RB,RB,Universidad Católica,2800000,11000,3900000,RB,2024,4,2022,FALSE,Not in team,,,,,,
1201,A. Budimir,Ante Budimir,30,190,75,Croatia,76,76,0,1710,370,ST,ST,CA Osasuna,7500000,29000,15800000,ST,2025,17,2021,FALSE,Croatia,,,,,,
1218,B. Soumaré,Boubakary Soumaré,23,188,82,France,76,81,5,1955,421,"CDM,CM",CM,Leicester City,10500000,52000,20700000,SUB,2026,42,2021,FALSE,Not in team,,,,,,
1220,A. Boupendza,Aaron Boupendza,25,180,79,Gabon,76,77,1,1932,408,"LW,ST,RW",ST,Al Shabab,9000000,34000,16000000,ST,2025,9,2022,FALSE,Not in team,,,,,,
1199,A. Westwood,Ashley Westwood,32,175,73,England,76,76,0,2036,415,"CDM,CM",CDM,Burnley,5000000,38000,9500000,RES,2023,18,2017,FALSE,Not in team,,,,,,
1221,O. Alderete,Omar Alderete,25,188,77,Paraguay,76,80,4,1862,395,CB,CB,Getafe CF,9500000,25000,0,SUB,2023,15,2020,TRUE,Not in team,,,,,,
1159,X. Mercier,Xavier Mercier,32,174,71,France,76,76,0,1960,402,"CAM,CF",CAM,Ferencvárosi TC,6000000,1000,13200000,SUB,2024,7,2022,FALSE,Not in team,,,,,,
1238,Marc Roca,Marc Roca Junqué,25,184,77,Spain,76,79,3,1881,392,"CDM,CM",CM,Leeds United,9000000,33000,17800000,CDM,2026,8,2022,FALSE,Not in team,,,,,,
1237,E. Eze,Eberechi Eze,24,178,67,England,76,81,5,1939,414,"CAM,CM,LM",CAM,Crystal Palace,11500000,42000,22700000,CM,2025,10,2020,FALSE,Not in team,,,,,,
1236,G. Konan,Ghislain Konan,26,176,71,Côte d'Ivoire,76,78,2,1908,415,"LB,LWB",LB,Al Nassr,8500000,33000,15100000,LB,2025,87,2022,FALSE,Not in team,,,,,,
1235,M. Moreno,Marcelino Moreno,27,168,65,Argentina,76,77,1,1978,423,"CAM,CM,LW",CAM,Atlanta United,8500000,9000,13400000,SUB,2024,10,2020,FALSE,Not in team,,,,,,
1234,C. Rodríguez,Carlos Rodríguez,25,171,64,Mexico,76,81,5,1991,428,"CAM,CM",CAM,Free agent,0,0,0,,,,2022,FALSE,Mexico,,,,,,
1233,F. Ni??,Florin Ni??,34,184,78,Romania,76,76,0,1081,403,GK,GK,Free agent,0,0,0,,,,2018,FALSE,Romania,,,,,,
1232,C. Ejuke,Chidera Ejuke,24,176,72,Nigeria,76,81,5,1902,418,"LM,RM",RM,Hertha BSC,11500000,25000,21600000,LW,2024,40,2020,FALSE,Not in team,,,,,,
1231,E. Dennis,Emmanuel Dennis,24,175,66,Nigeria,76,80,4,1926,410,"ST,LW,RW",ST,Nottingham Forest,11000000,52000,21700000,SUB,2026,25,2022,FALSE,Not in team,,,,,,
1230,Óscar,Óscar Rodríguez Arnaiz,24,174,67,Spain,76,81,5,1911,397,"CM,RM,LM",CAM,RC Celta de Vigo,11500000,22000,0,RM,2023,5,2020,TRUE,Not in team,,,,,,
1229,Nicolás Filhei,Nicolás Evandro Filheiro Stein,26,172,69,Brazil,76,76,0,1939,395,"CM,CAM",CAM,Palmeiras,8000000,35000,14400000,CDM,2025,8,2022,FALSE,Not in team,,,,,,
1227,David Seijalbo,David Jefferson Seijalbo Vaz,26,176,76,Brazil,76,76,0,1889,401,CDM,CDM,Clube Atlético Mineiro,7000000,30000,12600000,CDM,2025,10,2022,FALSE,Not in team,,,,,,
1226,L. Dendoncker,Leander Dendoncker,27,189,88,Belgium,76,77,1,2068,435,CM,CDM,Aston Villa,8500000,66000,16800000,SUB,2025,32,2022,FALSE,Belgium,,,,,,
1225,M. Ojeda,Martín Ojeda,23,179,78,Argentina,76,82,6,1906,403,"RM,LM",CAM,Godoy Cruz,12000000,10000,20400000,RM,2023,11,2020,FALSE,Not in team,,,,,,
1224,R. Yaremchuk,Roman Yaremchuk,26,193,83,Ukraine,76,79,3,1925,414,ST,ST,Club Brugge KV,10000000,27000,14800000,SUB,2026,70,2022,FALSE,Ukraine,,,,,,
1223,Ander Guevara,Ander Guevara Lajo,24,180,73,Spain,76,81,5,1917,402,CM,CM,Real Sociedad,11500000,26000,25000000,SUB,2024,16,2017,FALSE,Not in team,,,,,,
1222,Leo Baptistao,Leonardo Carrilho Baptistão,29,181,71,Brazil,76,76,0,1903,402,"ST,RW,RM",CF,Unión Deportiva Almería,7500000,28000,16500000,SUB,2026,12,2022,FALSE,Not in team,,,,,,
1200,B. Dost,Bas Dost,33,196,83,Netherlands,76,76,0,1716,363,ST,ST,FC Utrecht,4800000,18000,7200000,ST,2023,28,2022,FALSE,Not in team,,,,,,
1228,Rubem Esteiro,Rubem Thomas Esteiro Branco,34,179,77,Brazil,76,76,0,1928,405,"RM,CM",RM,Palmeiras,3500000,35000,6300000,SUB,2025,2,2022,FALSE,Not in team,,,,,,
1198,L. Cooper,Liam Cooper,30,187,73,Scotland,76,76,0,1653,352,CB,CB,Leeds United,6000000,34000,11400000,SUB,2024,6,2014,FALSE,Scotland,,,,,,
1178,É. Gutiérrez,Érick Gutiérrez,27,178,68,Mexico,76,77,1,2024,427,"CM,CDM",CM,PSV,8500000,18000,12500000,SUB,2025,15,2018,FALSE,Mexico,,,,,,
1176,J. Bednarek,Jan Bednarek,26,189,77,Poland,76,80,4,1556,333,CB,CB,Aston Villa,9000000,44000,0,SUB,2023,20,2017,TRUE,Poland,,,,,,
1175,Ó. Romero,Óscar Romero,29,176,74,Paraguay,76,76,0,2051,429,"CAM,RM,CM",CAM,Boca Juniors,7500000,18000,10500000,RW,2023,10,2022,FALSE,Not in team,,,,,,
1174,J. Pastore,Javier Pastore,33,187,78,Argentina,76,76,0,1879,387,"CAM,CM",CAM,Elche CF,4700000,20000,10300000,SUB,2023,7,2021,FALSE,Not in team,,,,,,
1173,C. Wood,Chris Wood,30,191,92,New Zealand,76,76,0,1877,386,ST,ST,Newcastle United,7500000,77000,14300000,SUB,2024,20,2022,FALSE,New Zealand,,,,,,
1172,K. Vogt,Kevin Vogt,30,194,87,Germany,76,76,0,1911,420,"CB,CDM",CB,TSG Hoffenheim,6000000,29000,10200000,CB,2025,22,2016,FALSE,Not in team,,,,,,
1171,R. Saponara,Riccardo Saponara,30,184,73,Italy,76,76,0,1862,397,LW,CAM,Fiorentina,7000000,50000,11900000,SUB,2023,8,2018,FALSE,Not in team,,,,,,
1170,R. Falk,Rasmus Falk,30,177,65,Denmark,76,76,0,2030,426,CM,CM,F.C. København,7000000,23000,9100000,CM,2025,33,2016,FALSE,Not in team,,,,,,
1169,C. T?t?ru?anu,Ciprian T?t?ru?anu,36,198,90,Romania,76,76,0,1236,421,GK,GK,AC Milan,825000,25000,1400000,SUB,2023,1,2020,FALSE,Not in team,,,,,,
1168,J. Kurti?,Jasmin Kurti?,33,186,88,Slovenia,76,76,0,2100,430,CM,CM,PAOK,4600000,1000,10100000,CM,2023,27,2021,FALSE,Not in team,,,,,,
1167,S. Armstrong,Stuart Armstrong,30,183,75,Scotland,76,76,0,2066,432,"RM,CM",RM,Southampton,7000000,49000,13300000,SUB,2024,17,2018,FALSE,Scotland,,,,,,
1165,G. Defrel,Grégoire Defrel,31,180,79,France,76,76,0,1819,385,"CF,ST",CF,U.S. Sassuolo Calcio,6500000,33000,11100000,RES,2024,92,2020,FALSE,Not in team,,,,,,
1164,R. Knoche,Robin Knoche,30,190,77,Germany,76,76,0,1615,344,CB,CB,1. FC Union Berlin,6000000,27000,10800000,CB,2024,31,2020,FALSE,Not in team,,,,,,
1163,M. Elyounoussi,Mohamed Elyounoussi,27,178,70,Norway,76,76,0,2003,425,"LM,ST,RM",LM,Southampton,8000000,49000,15200000,RM,2023,24,2018,FALSE,Norway,,,,,,
1162,T. Vilhena,Tonny Vilhena,27,175,70,Netherlands,76,76,0,2131,448,"LM,CM",LM,US Salernitana 1919,8000000,19000,0,CM,2023,10,2022,TRUE,Not in team,,,,,,
1161,Roque Mesa,Roque Mesa Quevedo,33,172,76,Spain,76,76,0,2032,432,"CM,CDM",CM,Real Valladolid CF,4600000,23000,9700000,CDM,2023,17,2020,FALSE,Not in team,,,,,,
1197,Aridane,Aridane Hernández Umpiérrez,33,186,77,Spain,76,76,0,1689,354,CB,CB,CA Osasuna,3600000,24000,7600000,SUB,2023,23,2017,FALSE,Not in team,,,,,,
1160,H. Van Crombrugge,Hendrik Van Crombrugge,29,189,86,Belgium,76,78,2,1301,420,GK,GK,RSC Anderlecht,6000000,18000,9500000,GK,2025,30,2019,FALSE,Not in team,,,,,,
1177,H. Wilson,Harry Wilson,25,173,70,Wales,76,79,3,1968,410,"RM,RW,CAM",CAM,Fulham,10000000,49000,19800000,SUB,2026,8,2021,FALSE,Wales,,,,,,
1166,J. Roussillon,Jérôme Roussillon,29,175,80,France,76,76,0,2051,444,"LB,LM",LB,VfL Wolfsburg,6500000,38000,11100000,SUB,2023,15,2018,FALSE,Not in team,,,,,,
1179,David Raya,David Raya Martin,26,183,75,Spain,76,78,2,1354,435,GK,GK,Brentford,7000000,33000,13800000,GK,2024,1,2019,FALSE,Not in team,,,,,,
1187,S. Becker,Sheraldo Becker,27,180,77,Suriname,76,77,1,1923,417,"ST,RM",ST,1. FC Union Berlin,9000000,32000,16900000,ST,2025,27,2019,FALSE,Not in team,,,,,,
1195,?. Skorupski,?ukasz Skorupski,31,187,84,Poland,76,76,0,1184,416,GK,GK,Bologna,4000000,23000,6800000,GK,2025,28,2018,FALSE,Poland,,,,,,
1196,J. Baumgartlinger,Julian Baumgartlinger,34,181,85,Austria,76,76,0,1882,392,"CDM,CM",CDM,FC Augsburg,2600000,25000,4700000,SUB,2023,14,2022,FALSE,Not in team,,,,,,
1194,Zaldúa,Joseba Zaldúa Bengoetxea,30,174,69,Spain,76,76,0,1805,386,RB,RB,Cádiz CF,6500000,26000,13700000,RB,2025,2,2022,FALSE,Not in team,,,,,,
1193,S. Blanco,Sebastián Blanco,34,170,68,Argentina,76,76,0,1935,403,"CAM,LM",CAM,Portland Timbers,3500000,9000,5300000,LM,2023,10,2022,FALSE,Not in team,,,,,,
1191,Diego Rico,Diego Rico Salguero,29,180,78,Spain,76,76,0,1987,419,LB,LB,Real Sociedad,6500000,28000,13700000,SUB,2023,15,2021,FALSE,Not in team,,,,,,
1190,S. Amrabat,Sofyan Amrabat,25,185,70,Morocco,76,79,3,2039,435,"CDM,CM",CM,Fiorentina,9000000,40000,16000000,CM,2024,34,2020,FALSE,Morocco,,,,,,
1189,H. Martín,Henry Martín,29,177,83,Mexico,76,76,0,1915,409,ST,ST,Free agent,0,0,0,,,,2018,FALSE,Mexico,,,,,,
1188,P. Bernardoni,Paul Bernardoni,25,190,78,France,76,81,5,1152,408,GK,GK,Angers SCO,9000000,16000,18700000,GK,2024,1,2020,FALSE,Not in team,,,,,,
1192,D. Brooks,David Brooks,24,180,62,Wales,76,79,3,1922,404,"RW,RM",CAM,AFC Bournemouth,10000000,42000,20800000,RES,2026,7,2018,FALSE,Not in team,,,,,,
1186,T. Baumgartl,Timo Baumgartl,26,190,88,Germany,76,79,3,1637,360,CB,CB,1. FC Union Berlin,8500000,16000,0,SUB,2023,25,2019,TRUE,Not in team,,,,,,
1181,L. Acosta,Luciano Acosta,28,161,59,Argentina,76,76,0,1907,401,CAM,CAM,FC Cincinnati,7500000,10000,10900000,CAM,2023,10,2021,FALSE,Not in team,,,,,,
1185,H. Winks,Harry Winks,26,176,65,England,76,78,2,1958,407,"CM,CDM",CM,U.C. Sampdoria,9000000,71000,0,SUB,2023,20,2014,TRUE,Not in team,,,,,,
1184,J. Stan?k,Jind?ich Stan?k,26,191,93,Czech Republic,76,79,3,1129,415,GK,GK,FC Viktoria Plze?,7500000,850,17100000,GK,2025,36,2021,FALSE,Czech Republic,,,,,,
1180,S. Ingason,Sverrir Ingi Ingason,28,188,83,Iceland,76,76,0,1800,385,CB,CB,PAOK,6500000,1000,14300000,CB,2025,4,2019,FALSE,Not in team,,,,,,
1183,A. Morelos,Alfredo Morelos,26,177,79,Colombia,76,78,2,1947,416,ST,ST,Rangers FC,9500000,53000,17800000,SUB,2023,20,2017,FALSE,Not in team,,,,,,
1182,Lee Jae Sung,Jae Sung Lee,29,181,74,Korea Republic,76,76,0,1939,406,"CM,CAM,CF",CAM,1. FSV Mainz 05,7500000,28000,12800000,SUB,2024,7,2021,FALSE,Not in team,,,,,,
1738,R. Mandragora,Rolando Mandragora,25,183,75,Italy,75,79,4,2012,418,"CM,CDM",CDM,Fiorentina,8000000,42000,14200000,SUB,2026,38,2022,FALSE,Not in team,,,,,,
1739,D. Bouanga,Denis Bouanga,27,180,71,Gabon,75,75,0,1939,413,"LM,ST,RM",LM,Los Angeles FC,6000000,9000,9000000,SUB,2023,99,2022,FALSE,Not in team,,,,,,
1740,F. Sotoca,Florian Sotoca,31,187,77,France,75,75,0,1948,409,ST,ST,Racing Club de Lens,4800000,31000,9100000,RW,2024,7,2019,FALSE,Not in team,,,,,,
